0.000	1
0.103	1
0.206	0
0.308	0
0.411	0
0.514	1
0.617	0
0.720	18
0.823	45
0.925	63
1.028	68
1.131	66
1.234	69
1.337	86
1.440	110
1.542	84
1.645	110
1.748	99
1.851	100
1.954	94
2.057	98
2.159	84
2.262	90
2.365	97
2.468	74
2.571	90
2.674	84
2.776	81
2.879	73
2.982	84
3.085	72
3.188	56
3.290	56
3.393	76
3.496	54
3.599	61
3.702	53
3.805	56
3.907	54
4.010	50
4.113	55
4.216	60
4.319	39
4.422	48
4.524	33
4.627	34
4.730	51
4.833	49
4.936	42
5.039	48
5.141	43
5.244	46
5.347	39
5.450	29
5.553	33
5.656	45
5.758	23
5.861	29
5.964	30
6.067	36
6.170	30
6.272	28
6.375	30
6.478	40
6.581	28
6.684	41
6.787	29
6.889	36
6.992	19
7.095	23
7.198	31
7.301	29
7.404	28
7.506	28
7.609	27
7.712	34
7.815	18
7.918	21
8.021	19
8.123	41
8.226	29
8.329	26
8.432	23
8.535	20
8.638	33
8.740	31
8.843	39
8.946	32
9.049	24
9.152	39
9.254	26
9.357	30
9.460	18
9.563	18
9.666	33
9.769	24
9.871	37
9.974	20
10.077	39
10.180	34
10.283	20
10.386	25
10.488	24
10.591	44
10.694	27
10.797	29
10.900	30
11.003	20
11.105	29
11.208	22
11.311	24
11.414	25
11.517	31
11.620	25
11.722	26
11.825	45
11.928	17
12.031	26
12.134	37
12.237	32
12.339	45
12.442	69
12.545	184
12.648	193
12.751	517
12.853	422
12.956	405
13.059	284
13.162	150
13.265	76
13.368	31
13.470	26
13.573	27
13.676	23
13.779	21
13.882	18
13.985	24
14.087	15
14.190	17
14.293	18
14.396	16
14.499	20
14.602	19
14.704	17
14.807	21
14.910	16
15.013	16
15.116	23
15.219	23
15.321	20
15.424	29
15.527	20
15.630	22
15.733	19
15.835	12
15.938	17
16.041	15
16.144	15
16.247	13
16.350	17
16.452	16
16.555	17
16.658	18
16.761	14
16.864	18
16.967	18
17.069	10
17.172	10
17.275	12
17.378	13
17.481	17
17.584	19
17.686	15
17.789	18
17.892	12
17.995	12
18.098	15
18.201	15
18.303	13
18.406	9
18.509	9
18.612	11
18.715	10
18.817	10
18.920	11
19.023	15
19.126	15
19.229	17
19.332	18
19.434	13
19.537	7
19.640	16
19.743	7
19.846	18
19.949	6
20.051	20
20.154	14
20.257	14
20.360	16
20.463	13
20.566	23
20.668	17
20.771	29
20.874	84
20.977	127
21.080	339
21.183	228
21.285	321
21.388	215
21.491	96
21.594	59
21.697	18
21.799	16
21.902	13
22.005	6
22.108	18
22.211	18
22.314	17
22.416	3
22.519	9
22.622	13
22.725	13
22.828	16
22.931	12
23.033	16
23.136	12
23.239	15
23.342	10
23.445	15
23.548	14
23.650	7
23.753	20
23.856	13
23.959	24
24.062	13
24.165	13
24.267	13
24.370	10
24.473	29
24.576	25
24.679	76
24.781	184
24.884	145
24.987	221
25.090	100
25.193	71
25.296	61
25.398	24
25.501	11
25.604	9
25.707	11
25.810	9
25.913	13
26.015	9
26.118	10
26.221	17
26.324	4
26.427	14
26.530	9
26.632	15
26.735	16
26.838	10
26.941	15
27.044	10
27.147	17
27.249	13
27.352	8
27.455	14
27.558	9
27.661	6
27.763	11
27.866	12
27.969	9
28.072	7
28.175	15
28.278	9
28.380	14
28.483	22
28.586	6
28.689	11
28.792	4
28.895	13
28.997	5
29.100	12
29.203	7
29.306	5
29.409	20
29.512	7
29.614	17
29.717	10
29.820	14
29.923	37
30.026	34
30.129	58
30.231	48
30.334	45
30.437	46
30.540	17
30.643	13
30.746	8
30.848	10
30.951	9
31.054	11
31.157	9
31.260	11
31.362	13
31.465	8
31.568	10
31.671	4
31.774	11
31.877	10
31.979	10
32.082	18
32.185	7
32.288	20
32.391	21
32.494	10
32.596	22
32.699	16
32.802	61
32.905	61
33.008	95
33.111	102
33.213	44
33.316	30
33.419	21
33.522	9
33.625	10
33.728	10
33.830	13
33.933	5
34.036	11
34.139	9
34.242	7
34.344	7
34.447	9
34.550	7
34.653	8
34.756	12
34.859	15
34.961	10
35.064	16
35.167	12
35.270	12
35.373	17
35.476	7
35.578	9
35.681	5
35.784	9
35.887	11
35.990	6
36.093	14
36.195	8
36.298	12
36.401	11
36.504	8
36.607	8
36.710	14
36.812	21
36.915	12
37.018	53
37.121	106
37.224	76
37.326	107
37.429	56
37.532	47
37.635	32
37.738	14
37.841	17
37.943	9
38.046	4
38.149	5
38.252	7
38.355	11
38.458	8
38.560	8
38.663	3
38.766	7
38.869	12
38.972	8
39.075	12
39.177	3
39.280	17
39.383	41
39.486	33
39.589	53
39.692	44
39.794	29
39.897	23
40.000	19
